case_number,date_filed,time_filed,crime_type_code,description,case_status,district_name,police_station,location_name,location_lat,location_lng,investigating_officer,year_filed,month_filed,hour_of_crime
KAR/BID/2024/0711,2025-05-03,18:55:00,assault,"Reported incident of assault at Near Mahajan Chowk, Bidar.",under_investigation,Bidar,Bidar Town PS,"Near Mahajan Chowk, Bidar",18.0139,77.5462,Insp. Manan Saxena,2025,5,18
KAR/BEN/2024/0712,2024-12-20,07:38:00,vehicle_theft,"Reported incident of vehicle theft at Near Dhillon Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-51-KB-1606.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Dhillon Street, Bengaluru Urban",13.0261,77.579,Insp. Rachit Rau,2024,12,7
KAR/BEN/2024/0713,2024-11-30,11:09:00,robbery,"Reported incident of robbery at Near Johal Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-28-B-5170.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Johal Nagar, Bengaluru Urban",12.9705,77.4923,Insp. Shravya Deshmukh,2024,11,11
KAR/BEN/2024/0714,2025-02-07,23:46:00,eve_teasing,"Reported incident of eve teasing at Near Chadha Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Chadha Road, Bengaluru Urban",12.9756,77.4949,Insp. Triya Lad,2025,2,23
KAR/BEN/2024/0715,2025-03-16,18:22:00,vehicle_theft,"Reported incident of vehicle theft at Near Kade Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-03-KA-9824.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Kade Zila, Bengaluru Urban",12.9288,77.5702,Insp. Ira Khurana,2025,3,18
KAR/SHI/2024/0716,2024-09-25,09:40:00,burglary,"Reported incident of burglary at Near Varkey Street, Shivamogga.",under_investigation,Shivamogga,Shivamogga Traffic PS,"Near Varkey Street, Shivamogga",13.9998,75.6494,Insp. Utkarsh Tank,2024,9,9
KAR/RAI/2024/0717,2024-10-14,02:26:00,chain_snatching,"Reported incident of chain snatching at Near Bhasin Road, Raichur. Suspect vehicle noticed with plate KA-15-KA-1758.",under_investigation,Raichur,Raichur Town PS,"Near Bhasin Road, Raichur",16.162,77.3844,Insp. Aashi Datta,2024,10,2
KAR/KAL/2024/0718,2024-09-26,07:10:00,burglary,"Reported incident of burglary at Near Balakrishnan Chowk, Kalaburagi.",open,Kalaburagi,Kalaburagi Industrial PS,"Near Balakrishnan Chowk, Kalaburagi",17.31,76.8735,Insp. Ranveer Luthra,2024,9,7
KAR/BEN/2024/0719,2024-07-13,21:22:00,vehicle_theft,"Reported incident of vehicle theft at Near Shroff Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-46-KA-3882.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Shroff Street, Bengaluru Urban",13.0037,77.4977,Insp. Lakshmi Doshi,2024,7,21
KAR/MAN/2024/0720,2024-12-09,13:10:00,chain_snatching,"Reported incident of chain snatching at Near Manne Road, Mandya. Suspect vehicle noticed with plate KA-44-KA-3319.",under_investigation,Mandya,Mandya Industrial PS,"Near Manne Road, Mandya",12.5234,76.9655,Insp. Andrew Sampath,2024,12,13
KAR/KOL/2024/0721,2025-03-05,00:51:00,assault,"Reported incident of assault at Near Wason Circle, Kolar.",open,Kolar,Kolar Industrial PS,"Near Wason Circle, Kolar",13.1664,78.2086,Insp. Hemani Kota,2025,3,0
KAR/BEN/2024/0722,2025-01-10,16:00:00,assault,"Reported incident of assault at Near Chopra Street, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Chopra Street, Bengaluru Urban",12.9582,77.6748,Insp. Rudra Sood,2025,1,16
KAR/VIJ/2024/0723,2024-01-06,21:47:00,murder,"Reported incident of murder at Near Mutti Road, Vijayapura.",under_investigation,Vijayapura,Vijayapura Market PS,"Near Mutti Road, Vijayapura",16.8471,75.7736,Insp. Prisha Kamdar,2024,1,21
KAR/BEN/2024/0724,2024-02-23,01:43:00,vehicle_theft,"Reported incident of vehicle theft at Near Kari, Bengaluru Urban. Suspect vehicle noticed with plate KA-31-B-3078.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Kari, Bengaluru Urban",13.0297,77.6187,Insp. Darika Sami,2024,2,1
KAR/BEN/2024/0725,2024-12-03,15:00:00,vehicle_theft,"Reported incident of vehicle theft at Near Dani Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-54-P-3171.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Dani Chowk, Bengaluru Urban",13.0392,77.5719,Insp. Bimala Bal,2024,12,15
KAR/BEN/2024/0726,2024-12-07,16:27:00,chain_snatching,"Reported incident of chain snatching at Near Mall Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-53-KB-9969.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Mall Zila, Bengaluru Urban",13.0771,77.5845,Insp. Bahadurjit Natarajan,2024,12,16
KAR/BEN/2024/0727,2024-05-07,23:42:00,robbery,"Reported incident of robbery at Near Mangat Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-48-M-3024.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Mangat Nagar, Bengaluru Urban",13.0233,77.6202,Insp. Girish Agarwal,2024,5,23
KAR/VIJ/2024/0728,2024-12-12,20:44:00,vehicle_theft,"Reported incident of vehicle theft at Near Bal Chowk, Vijayapura. Suspect vehicle noticed with plate KA-42-KB-9515.",under_investigation,Vijayapura,Vijayapura Industrial PS,"Near Bal Chowk, Vijayapura",16.8126,75.7673,Insp. Krishna Mittal,2024,12,20
KAR/BEN/2024/0729,2024-11-27,01:16:00,assault,"Reported incident of assault at Near Bajaj, Bengaluru Rural.",under_investigation,Bengaluru Rural,Bengaluru Rural Central PS,"Near Bajaj, Bengaluru Rural",13.2335,77.5701,Insp. Urmi Bobal,2024,11,1
KAR/BEN/2024/0730,2024-05-23,14:38:00,fraud,"Reported incident of fraud at Near Tella Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Tella Path, Bengaluru Urban",12.9606,77.4968,Insp. Pooja Sandhu,2024,5,14
KAR/MAN/2024/0731,2024-06-08,05:25:00,cybercrime,"Reported incident of cybercrime at Near Rajan Zila, Mangaluru (Dakshina Kannada).",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Traffic PS,"Near Rajan Zila, Mangaluru (Dakshina Kannada)",12.9466,74.9009,Insp. Samarth Ramakrishnan,2024,6,5
KAR/SHI/2024/0732,2024-02-05,00:33:00,drug_offence,"Reported incident of drug offence at Near Golla Circle, Shivamogga.",open,Shivamogga,Shivamogga Town PS,"Near Golla Circle, Shivamogga",13.9719,75.6123,Insp. Nandini Anne,2024,2,0
KAR/RAI/2024/0733,2024-02-18,06:00:00,burglary,"Reported incident of burglary at Near Kanda Marg, Raichur.",open,Raichur,Raichur Rural PS,"Near Kanda Marg, Raichur",16.1466,77.2742,Insp. Avi Ramesh,2024,2,6
KAR/BEN/2024/0734,2024-09-21,13:46:00,burglary,"Reported incident of burglary at Near Krishnan Chowk, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Krishnan Chowk, Bengaluru Urban",13.0256,77.6196,Insp. Robert Krishna,2024,9,13
KAR/BEN/2024/0735,2024-12-06,23:40:00,vehicle_theft,"Reported incident of vehicle theft at Near Randhawa Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-33-P-1735.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Randhawa Street, Bengaluru Urban",12.8823,77.5632,Insp. Omisha Saxena,2024,12,23
KAR/TUM/2024/0736,2024-12-12,12:03:00,chain_snatching,"Reported incident of chain snatching at Near Batta Street, Tumakuru. Suspect vehicle noticed with plate KA-04-KB-6923.",open,Tumakuru,Tumakuru Market PS,"Near Batta Street, Tumakuru",13.3463,77.0983,Insp. Harini Kara,2024,12,12
KAR/BEN/2024/0737,2024-02-28,01:25:00,vehicle_theft,"Reported incident of vehicle theft at Near Garde Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-07-M-8085.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Garde Path, Bengaluru Urban",12.8984,77.5927,Insp. Abeer Krish,2024,2,1
KAR/KOL/2024/0738,2025-04-21,03:59:00,burglary,"Reported incident of burglary at Near Mohan Ganj, Kolar.",chargesheeted,Kolar,Kolar Suburban PS,"Near Mohan Ganj, Kolar",13.1223,78.0384,Insp. Nirja Rastogi,2025,4,3
KAR/HUB/2024/0739,2024-08-10,09:49:00,robbery,"Reported incident of robbery at Near Ratti Circle, Hubballi-Dharwad. Suspect vehicle noticed with plate KA-53-KA-7153.",chargesheeted,Hubballi-Dharwad,Hubballi-Dharwad Suburban PS,"Near Ratti Circle, Hubballi-Dharwad",15.3622,75.0739,Insp. Guneet Dubey,2024,8,9
KAR/TUM/2024/0740,2025-03-07,05:56:00,fraud,"Reported incident of fraud at Near Srinivas Street, Tumakuru.",open,Tumakuru,Tumakuru Rural PS,"Near Srinivas Street, Tumakuru",13.3375,77.1082,Insp. Gagan Nagy,2025,3,5
KAR/BID/2024/0741,2025-01-24,07:18:00,vehicle_theft,"Reported incident of vehicle theft at Near Mangat Circle, Bidar. Suspect vehicle noticed with plate KA-50-M-7022.",under_investigation,Bidar,Bidar Market PS,"Near Mangat Circle, Bidar",17.8351,77.5427,Insp. Vritti Murty,2025,1,7
KAR/BEN/2024/0742,2024-11-25,04:09:00,fraud,"Reported incident of fraud at Near Chhabra Street, Bengaluru Rural.",under_investigation,Bengaluru Rural,Bengaluru Rural East PS,"Near Chhabra Street, Bengaluru Rural",13.2809,77.5013,Insp. Aashi Brahmbhatt,2024,11,4
KAR/BEL/2024/0743,2024-10-12,01:52:00,assault,"Reported incident of assault at Near Dyal Chowk, Belagavi.",open,Belagavi,Belagavi Rural PS,"Near Dyal Chowk, Belagavi",15.8318,74.5221,Insp. Lavanya Gala,2024,10,1
KAR/BEN/2024/0744,2024-08-20,06:26:00,cybercrime,"Reported incident of cybercrime at Near Wagle Zila, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Wagle Zila, Bengaluru Urban",12.9747,77.6422,Insp. Nihal Sridhar,2024,8,6
KAR/BEN/2024/0745,2024-11-15,13:27:00,murder,"Reported incident of murder at Near Mitter Zila, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban West PS,"Near Mitter Zila, Bengaluru Urban",12.8932,77.5401,Insp. Caleb Pant,2024,11,13
KAR/BEN/2024/0746,2024-06-04,01:38:00,chain_snatching,"Reported incident of chain snatching at Near Sunder Nagar, Bengaluru Rural. Suspect vehicle noticed with plate KA-03-N-8456.",under_investigation,Bengaluru Rural,Bengaluru Rural Traffic PS,"Near Sunder Nagar, Bengaluru Rural",13.3121,77.5129,Insp. Yatan Rao,2024,6,1
KAR/BEN/2024/0747,2024-10-05,13:10:00,vehicle_theft,"Reported incident of vehicle theft at Near Lanka Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-03-A-9697.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Lanka Chowk, Bengaluru Urban",12.9451,77.6219,Insp. Manan Sama,2024,10,13
KAR/MAN/2024/0748,2024-06-03,00:20:00,hit_and_run,"Reported incident of hit and run at Near Sibal Street, Mandya.",under_investigation,Mandya,Mandya Town PS,"Near Sibal Street, Mandya",12.5421,76.8872,Insp. Bhavini Kapadia,2024,6,0
KAR/KOP/2024/0749,2024-05-07,02:31:00,burglary,"Reported incident of burglary at Near Jaggi Ganj, Koppal.",open,Koppal,Koppal Traffic PS,"Near Jaggi Ganj, Koppal",15.3564,76.2111,Insp. Udyati Jain,2024,5,2
KAR/KAL/2024/0750,2024-05-12,08:38:00,chain_snatching,"Reported incident of chain snatching at Near Kala Road, Kalaburagi. Suspect vehicle noticed with plate KA-35-KB-5158.",under_investigation,Kalaburagi,Kalaburagi Rural PS,"Near Kala Road, Kalaburagi",17.2516,76.7543,Insp. Varsha Pant,2024,5,8
KAR/KOP/2024/0751,2025-02-17,02:36:00,cybercrime,"Reported incident of cybercrime at Near Borra Chowk, Koppal.",open,Koppal,Koppal Industrial PS,"Near Borra Chowk, Koppal",15.3385,76.1689,Insp. Ucchal Solanki,2025,2,2
KAR/BAL/2024/0752,2024-07-30,03:50:00,hit_and_run,"Reported incident of hit and run at Near Banerjee Path, Ballari.",under_investigation,Ballari,Ballari Traffic PS,"Near Banerjee Path, Ballari",15.1899,76.8684,Insp. Shivani Parmar,2024,7,3
KAR/BEN/2024/0753,2025-01-09,01:11:00,assault,"Reported incident of assault at Near Kannan Marg, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Kannan Marg, Bengaluru Urban",13.0437,77.6031,Insp. Aadi Chandran,2025,1,1
KAR/BEN/2024/0754,2024-10-17,09:10:00,cybercrime,"Reported incident of cybercrime at Near Naik Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Naik Street, Bengaluru Urban",12.9053,77.5603,Insp. Bakhshi Borde,2024,10,9
KAR/MYS/2024/0755,2024-05-11,23:57:00,domestic_violence,"Reported incident of domestic violence at Near Dave Street, Mysuru.",chargesheeted,Mysuru,Mysuru South PS,"Near Dave Street, Mysuru",12.2611,76.6341,Insp. Warjas Dewan,2024,5,23
KAR/BEN/2024/0756,2025-04-24,03:02:00,robbery,"Reported incident of robbery at Near Sabharwal Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-21-M-6640.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Sabharwal Zila, Bengaluru Urban",12.96,77.4893,Insp. Samar Gour,2025,4,3
KAR/BEN/2024/0757,2024-05-28,08:45:00,vehicle_theft,"Reported incident of vehicle theft at Near Sodhi Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-55-P-4927.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Sodhi Path, Bengaluru Urban",13.0619,77.5736,Insp. Qadim Ray,2024,5,8
KAR/KOP/2024/0758,2024-08-04,04:24:00,chain_snatching,"Reported incident of chain snatching at Near Modi Marg, Koppal. Suspect vehicle noticed with plate KA-12-N-2905.",under_investigation,Koppal,Koppal Industrial PS,"Near Modi Marg, Koppal",15.3091,76.2108,Insp. Keya Ghosh,2024,8,4
KAR/BEN/2024/0759,2024-11-01,02:08:00,chain_snatching,"Reported incident of chain snatching at Near Chaudhari Zila, Bengaluru Rural. Suspect vehicle noticed with plate KA-05-KB-2299.",open,Bengaluru Rural,Bengaluru Rural South PS,"Near Chaudhari Zila, Bengaluru Rural",13.1512,77.5734,Insp. Rachit Trivedi,2024,11,2
KAR/HUB/2024/0760,2024-10-28,06:46:00,assault,"Reported incident of assault at Near Desai Circle, Hubballi-Dharwad.",open,Hubballi-Dharwad,Hubballi-Dharwad Market PS,"Near Desai Circle, Hubballi-Dharwad",15.3732,75.1979,Insp. Sachi Buch,2024,10,6
KAR/BEN/2024/0761,2024-06-06,16:41:00,fraud,"Reported incident of fraud at Near Srinivasan Chowk, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban West PS,"Near Srinivasan Chowk, Bengaluru Urban",12.9046,77.5421,Insp. Hiral Banerjee,2024,6,16
KAR/BID/2024/0762,2024-12-08,17:15:00,fraud,"Reported incident of fraud at Near Toor Zila, Bidar.",open,Bidar,Bidar Town PS,"Near Toor Zila, Bidar",17.9753,77.5596,Insp. Ganga Prashad,2024,12,17
KAR/BEN/2024/0763,2024-06-20,10:45:00,vehicle_theft,"Reported incident of vehicle theft at Near Bail Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-48-A-6240.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Bail Street, Bengaluru Urban",12.9527,77.6074,Insp. Maya Tripathi,2024,6,10
KAR/DAV/2024/0764,2024-06-07,04:07:00,robbery,"Reported incident of robbery at Near Pandit Road, Davangere. Suspect vehicle noticed with plate KA-14-N-7972.",under_investigation,Davangere,Davangere Industrial PS,"Near Pandit Road, Davangere",14.4167,76.0217,Insp. Eta Rau,2024,6,4
KAR/BAL/2024/0765,2024-07-18,21:44:00,burglary,"Reported incident of burglary at Near Parekh Street, Ballari.",open,Ballari,Ballari Suburban PS,"Near Parekh Street, Ballari",15.1832,76.9669,Insp. Zayyan Mody,2024,7,21
KAR/BEN/2024/0766,2025-01-09,13:21:00,burglary,"Reported incident of burglary at Near Vala Chowk, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Vala Chowk, Bengaluru Urban",12.9764,77.641,Insp. Dayita Soman,2025,1,13
KAR/BEN/2024/0767,2024-05-15,10:52:00,burglary,"Reported incident of burglary at Near Parmar Path, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Parmar Path, Bengaluru Urban",12.8986,77.6023,Insp. Darika Chowdhury,2024,5,10
KAR/BEN/2024/0768,2024-12-04,03:28:00,vehicle_theft,"Reported incident of vehicle theft at Near Pingle Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-21-A-3275.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Pingle Path, Bengaluru Urban",13.0236,77.5994,Insp. Anjali Kaul,2024,12,3
KAR/HAS/2024/0769,2025-04-28,16:30:00,vehicle_theft,"Reported incident of vehicle theft at Near Chaudhuri Zila, Hassan. Suspect vehicle noticed with plate KA-37-A-5392.",under_investigation,Hassan,Hassan Rural PS,"Near Chaudhuri Zila, Hassan",12.9894,76.0288,Insp. Wazir Warrior,2025,4,16
KAR/HAS/2024/0770,2024-06-14,00:55:00,vehicle_theft,"Reported incident of vehicle theft at Near Mukhopadhyay, Hassan. Suspect vehicle noticed with plate KA-03-KB-3392.",open,Hassan,Hassan Suburban PS,"Near Mukhopadhyay, Hassan",13.0704,76.1184,Insp. Kamya Gola,2024,6,0
KAR/MAN/2024/0771,2024-05-16,20:59:00,vehicle_theft,"Reported incident of vehicle theft at Near Modi Path, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-02-KA-2485.",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Traffic PS,"Near Modi Path, Mangaluru (Dakshina Kannada)",12.9333,74.9031,Insp. Tanay Raghavan,2024,5,20
KAR/UDU/2024/0772,2025-01-16,08:28:00,robbery,"Reported incident of robbery at Near Thaker Ganj, Udupi. Suspect vehicle noticed with plate KA-47-M-7882.",open,Udupi,Udupi Industrial PS,"Near Thaker Ganj, Udupi",13.2866,74.7193,Insp. Anthony Hans,2025,1,8
KAR/BEN/2024/0773,2024-11-29,18:21:00,cybercrime,"Reported incident of cybercrime at Near Mani Nagar, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Mani Nagar, Bengaluru Urban",12.9473,77.611,Insp. Rohan Kuruvilla,2024,11,18
KAR/MAN/2024/0774,2025-04-25,17:27:00,assault,"Reported incident of assault at Near Raval Road, Mandya.",open,Mandya,Mandya Industrial PS,"Near Raval Road, Mandya",12.5287,76.9378,Insp. Lekha Bobal,2025,4,17
KAR/RAI/2024/0775,2024-12-01,22:40:00,chain_snatching,"Reported incident of chain snatching at Near Dutt Nagar, Raichur. Suspect vehicle noticed with plate KA-34-B-2021.",under_investigation,Raichur,Raichur Rural PS,"Near Dutt Nagar, Raichur",16.192,77.2882,Insp. Aarav Bhat,2024,12,22
KAR/BEN/2024/0776,2024-09-14,15:02:00,property_crime,"Reported incident of property crime at Near Merchant Zila, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Merchant Zila, Bengaluru Urban",12.9578,77.5967,Insp. Megha Sachar,2024,9,15
KAR/BEN/2024/0777,2024-11-14,17:48:00,burglary,"Reported incident of burglary at Near Nadkarni Circle, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Nadkarni Circle, Bengaluru Urban",12.9821,77.6866,Insp. Lavanya Mander,2024,11,17
KAR/BEN/2024/0778,2024-02-04,03:46:00,chain_snatching,"Reported incident of chain snatching at Near Savant Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-14-P-9578.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Savant Nagar, Bengaluru Urban",12.9432,77.6084,Insp. Bhavna Balakrishnan,2024,2,3
KAR/MYS/2024/0779,2025-03-26,08:54:00,assault,"Reported incident of assault at Near Kadakia Nagar, Mysuru.",chargesheeted,Mysuru,Mysuru West PS,"Near Kadakia Nagar, Mysuru",12.3396,76.5579,Insp. Nitara Dey,2025,3,8
KAR/DAV/2024/0780,2025-02-05,01:26:00,vehicle_theft,"Reported incident of vehicle theft at Near Sinha Path, Davangere. Suspect vehicle noticed with plate KA-28-A-4089.",open,Davangere,Davangere Rural PS,"Near Sinha Path, Davangere",14.4059,75.8362,Insp. Lohit Deo,2025,2,1
KAR/UDU/2024/0781,2024-09-09,06:21:00,chain_snatching,"Reported incident of chain snatching at Near Bava Ganj, Udupi. Suspect vehicle noticed with plate KA-26-KB-6661.",under_investigation,Udupi,Udupi Town PS,"Near Bava Ganj, Udupi",13.3536,74.7563,Insp. Tristan Varty,2024,9,6
KAR/BEN/2024/0782,2024-03-22,07:49:00,fraud,"Reported incident of fraud at Near Sur Circle, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Sur Circle, Bengaluru Urban",12.9729,77.6692,Insp. Ojasvi Dutta,2024,3,7
KAR/BEN/2024/0783,2024-12-04,13:48:00,chain_snatching,"Reported incident of chain snatching at Near Batra Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-45-P-5763.",under_investigation,Bengaluru Urban,Bengaluru Urban West PS,"Near Batra Chowk, Bengaluru Urban",12.8815,77.5366,Insp. Oeshi Gupta,2024,12,13
KAR/MAN/2024/0784,2024-08-04,23:24:00,robbery,"Reported incident of robbery at Near Kanda, Mandya. Suspect vehicle noticed with plate KA-28-M-7580.",open,Mandya,Mandya Traffic PS,"Near Kanda, Mandya",12.5796,76.8874,Insp. Tanvi Nigam,2024,8,23
KAR/UDU/2024/0785,2024-11-23,23:26:00,property_crime,"Reported incident of property crime at Near Chauhan, Udupi.",closed,Udupi,Udupi Town PS,"Near Chauhan, Udupi",13.3539,74.7383,Insp. Shivani Bahl,2024,11,23
KAR/BEN/2024/0786,2024-07-19,01:42:00,murder,"Reported incident of murder at Near Prashad, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Prashad, Bengaluru Urban",12.9985,77.6837,Insp. Finn Kar,2024,7,1
KAR/DAV/2024/0787,2024-02-23,17:07:00,domestic_violence,"Reported incident of domestic violence at Near Dani, Davangere.",open,Davangere,Davangere Market PS,"Near Dani, Davangere",14.431,75.8264,Insp. Anirudh Reddy,2024,2,17
